name,country,team_id,roster_status,source_url,source_checked,display_name,official_fantasy_player_id,fifa_player_id,club,club_country,shirt_number,position,official_position,official_fantasy_position,official_price,fantasy_status,date_of_birth,federation_source_url,squad_announcement_date,team_squad_complete,source_notes
Justin Bijlow,Netherlands,30,review,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Justin Bijlow,811,,,,,GK,,GK,4.3,transferred,,,,false,Official FIFA fantasy players.json status is transferred; kept in review because this does not prove final squad inclusion or exclusion.
Ryan Gravenberch,Netherlands,30,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Ryan Gravenberch,812,,,,,MID,,MID,6.1,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Jerdy Schouten,Netherlands,30,review,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Jerdy Schouten,813,,,,,MID,,MID,6.1,transferred,,,,false,Official FIFA fantasy players.json status is transferred; kept in review because this does not prove final squad inclusion or exclusion.
Teun Koopmeiners,Netherlands,30,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Teun Koopmeiners,814,,,,,MID,,MID,6.2,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Xavi Simons,Netherlands,30,review,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Xavi Simons,815,,,,,MID,,MID,6.5,transferred,,,,false,Official FIFA fantasy players.json status is transferred; kept in review because this does not prove final squad inclusion or exclusion.
Tijjani Reijnders,Netherlands,30,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Tijjani Reijnders,816,,,,,MID,,MID,6.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Quinten Timber,Netherlands,30,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Quinten Timber,817,,,,,MID,,MID,6.8,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Callum McCowatt,New Zealand,31,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Callum McCowatt,818,,,,,MID,,MID,4.7,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Alex Rufer,New Zealand,31,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Alex Rufer,820,,,,,MID,,MID,4.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Joe Bell,New Zealand,31,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Joe Bell,821,,,,,MID,,MID,5.1,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Ryan Thomas,New Zealand,31,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Ryan Thomas,822,,,,,MID,,MID,5.3,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Marko Stamenic,New Zealand,31,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Marko Stamenic,823,,,,,MID,,MID,5.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Tyler Bindon,New Zealand,31,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Tyler Bindon,825,,,,,DEF,,DEF,3.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Francis de Vries,New Zealand,31,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Francis de Vries,826,,,,,DEF,,DEF,3.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Tim Payne,New Zealand,31,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Tim Payne,827,,,,,DEF,,DEF,3.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Callan Elliot,New Zealand,31,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Callan Elliot,829,,,,,DEF,,DEF,3.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Finn Surman,New Zealand,31,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Finn Surman,830,,,,,DEF,,DEF,3.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Kosta Barbarouses,New Zealand,31,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Kosta Barbarouses,831,,,,,FWD,,FWD,4.4,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Elijah Just,New Zealand,31,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Elijah Just,832,,,,,MID,,MID,4.2,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Ben Waine,New Zealand,31,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Ben Waine,833,,,,,FWD,,FWD,4.2,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Ben Old,New Zealand,31,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Ben Old,834,,,,,FWD,,FWD,4.2,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Jesse Randall,New Zealand,31,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Jesse Randall,835,,,,,FWD,,FWD,4,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Lachlan Bayliss,New Zealand,31,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Lachlan Bayliss,836,,,,,MID,,MID,4,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Max Crocombe,New Zealand,31,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Max Crocombe,838,,,,,GK,,GK,3.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Alex Paulsen,New Zealand,31,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Alex Paulsen,839,,,,,GK,,GK,3.8,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Michael Woud,New Zealand,31,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Michael Woud,840,,,,,GK,,GK,3.7,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Sander Berge,Norway,32,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Sander Berge,841,,,,,MID,,MID,4.7,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Oscar Bobb,Norway,32,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Oscar Bobb,843,,,,,MID,,MID,5.1,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Morten Thorsby,Norway,32,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Morten Thorsby,844,,,,,MID,,MID,5.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Patrick Berg,Norway,32,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Patrick Berg,845,,,,,MID,,MID,5.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Kristoffer Ajer,Norway,32,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Kristoffer Ajer,846,,,,,DEF,,DEF,4.3,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Julian Ryerson,Norway,32,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Julian Ryerson,847,,,,,DEF,,DEF,4.2,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Marcus Pedersen,Norway,32,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Marcus Pedersen,848,,,,,DEF,,DEF,4.1,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Leo Østigård,Norway,32,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Leo Østigård,849,,,,,DEF,,DEF,4.1,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
David Møller Wolfe,Norway,32,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,David Møller Wolfe,850,,,,,DEF,,DEF,4,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Fredrik Bjørkan,Norway,32,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Fredrik Bjørkan,851,,,,,DEF,,DEF,4,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Torbjørn Heggem,Norway,32,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Torbjørn Heggem,852,,,,,DEF,,DEF,3.7,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Henrik Falchener,Norway,32,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Henrik Falchener,854,,,,,DEF,,DEF,3.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Erling Haaland,Norway,32,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Erling Haaland,855,,,,,FWD,,FWD,10.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Alexander Sørloth,Norway,32,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Alexander Sørloth,856,,,,,FWD,,FWD,6.8,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Andreas Schjelderup,Norway,32,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Andreas Schjelderup,857,,,,,FWD,,FWD,6.2,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Jørgen Strand Larsen,Norway,32,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Jørgen Strand Larsen,858,,,,,FWD,,FWD,5.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Ørjan Nyland,Norway,32,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Ørjan Nyland,859,,,,,GK,,GK,4.2,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Egil Selvik,Norway,32,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Egil Selvik,860,,,,,GK,,GK,3.8,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Jens Petter Hauge,Norway,32,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Jens Petter Hauge,862,,,,,MID,,MID,5.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Antonio Nusa,Norway,32,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Antonio Nusa,863,,,,,MID,,MID,6.1,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Kristian Thorstvedt,Norway,32,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Kristian Thorstvedt,864,,,,,MID,,MID,6.2,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Carlos Harvey,Panama,33,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Carlos Harvey,865,,,,,MID,,MID,4.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Cristian Martínez,Panama,33,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Cristian Martínez,866,,,,,MID,,MID,5.3,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Yoel Bárcenas,Panama,33,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Yoel Bárcenas,867,,,,,MID,,MID,5.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
José Luis Rodríguez,Panama,33,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,José Luis Rodríguez,868,,,,,MID,,MID,5.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Aníbal Godoy,Panama,33,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Aníbal Godoy,869,,,,,MID,,MID,5.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Amir Murillo,Panama,33,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Amir Murillo,870,,,,,DEF,,DEF,5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
José Córdoba,Panama,33,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,José Córdoba,871,,,,,DEF,,DEF,4,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Éric Davis,Panama,33,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Éric Davis,872,,,,,DEF,,DEF,3.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
César Blackman,Panama,33,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,César Blackman,873,,,,,DEF,,DEF,3.7,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Andrés Andrade,Panama,33,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Andrés Andrade,874,,,,,DEF,,DEF,3.7,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Roderick Miller,Panama,33,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Roderick Miller,875,,,,,DEF,,DEF,3.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Jiovany Ramos,Panama,33,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Jiovany Ramos,876,,,,,DEF,,DEF,3.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Martín Krug,Panama,33,review,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Martín Krug,877,,,,,DEF,,DEF,3.5,transferred,,,,false,Official FIFA fantasy players.json status is transferred; kept in review because this does not prove final squad inclusion or exclusion.
Jorge Gutiérrez,Panama,33,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Jorge Gutiérrez,878,,,,,DEF,,DEF,3.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Ismael Díaz,Panama,33,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Ismael Díaz,879,,,,,FWD,,FWD,4.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
José Fajardo,Panama,33,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,José Fajardo,880,,,,,FWD,,FWD,4.7,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Cecilio Waterman,Panama,33,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Cecilio Waterman,881,,,,,FWD,,FWD,5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
César Yanis,Panama,33,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,César Yanis,882,,,,,FWD,,FWD,4.4,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Kadir Barría,Panama,33,review,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Kadir Barría,883,,,,,FWD,,FWD,4,transferred,,,,false,Official FIFA fantasy players.json status is transferred; kept in review because this does not prove final squad inclusion or exclusion.
Luis Mejía,Panama,33,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Luis Mejía,884,,,,,GK,,GK,4,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Orlando Mosquera,Panama,33,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Orlando Mosquera,885,,,,,GK,,GK,3.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
César Samudio,Panama,33,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,César Samudio,886,,,,,GK,,GK,3.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Adalberto Carrasquilla,Panama,33,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Adalberto Carrasquilla,887,,,,,MID,,MID,6.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Maurício Magalhães Prado,Paraguay,34,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Maurício Magalhães Prado,888,,,,,MID,,MID,4.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Alejandro Romero,Paraguay,34,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Alejandro Romero,889,,,,,MID,,MID,4.7,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Matías Galarza,Paraguay,34,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Matías Galarza,890,,,,,MID,,MID,4.8,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Lucas Romero,Paraguay,34,review,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Lucas Romero,891,,,,,MID,,MID,5.6,transferred,,,,false,Official FIFA fantasy players.json status is transferred; kept in review because this does not prove final squad inclusion or exclusion.
Braian Ojeda,Paraguay,34,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Braian Ojeda,892,,,,,MID,,MID,5.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Gustavo Gómez,Paraguay,34,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Gustavo Gómez,893,,,,,DEF,,DEF,4.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Júnior Alonso,Paraguay,34,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Júnior Alonso,894,,,,,DEF,,DEF,4.1,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Omar Alderete,Paraguay,34,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Omar Alderete,895,,,,,DEF,,DEF,4.1,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Fabián Balbuena,Paraguay,34,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Fabián Balbuena,896,,,,,DEF,,DEF,4,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Alan Benítez,Paraguay,34,review,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Alan Benítez,897,,,,,DEF,,DEF,3.8,transferred,,,,false,Official FIFA fantasy players.json status is transferred; kept in review because this does not prove final squad inclusion or exclusion.
Gustavo Velázquez,Paraguay,34,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Gustavo Velázquez,898,,,,,DEF,,DEF,3.8,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Juan José Cáceres,Paraguay,34,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Juan José Cáceres,899,,,,,DEF,,DEF,3.8,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
José Canale,Paraguay,34,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,José Canale,900,,,,,DEF,,DEF,3.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Miguel Almirón,Paraguay,34,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Miguel Almirón,901,,,,,MID,,MID,6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Antonio Sanabria,Paraguay,34,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Antonio Sanabria,902,,,,,FWD,,FWD,6.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Ramón Sosa,Paraguay,34,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Ramón Sosa,903,,,,,FWD,,FWD,5.3,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Álex Arce,Paraguay,34,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Álex Arce,904,,,,,FWD,,FWD,4.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Gabriel Ávalos,Paraguay,34,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Gabriel Ávalos,905,,,,,FWD,,FWD,4.9,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Gustavo Caballero,Paraguay,34,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Gustavo Caballero,906,,,,,FWD,,FWD,4.2,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Alexandro Maidana,Paraguay,34,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Alexandro Maidana,907,,,,,FWD,,FWD,4,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Roberto Fernández,Paraguay,34,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Roberto Fernández,908,,,,,GK,,GK,4,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Gastón Olveira,Paraguay,34,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Gastón Olveira,909,,,,,GK,,GK,3.8,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Orlando Gill,Paraguay,34,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Orlando Gill,910,,,,,GK,,GK,3.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Damián Bobadilla,Paraguay,34,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Damián Bobadilla,911,,,,,MID,,MID,5.5,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
Julio Enciso,Paraguay,34,selectable_fantasy_player,https://play.fifa.com/json/fantasy/players.json,2026-06-02,Julio Enciso,912,,,,,MID,,MID,6.6,playing,,,,false,"Official FIFA fantasy players.json status is playing; classified as fantasy-selectable only, not confirmed_final_squad. Final squad source not independently available in this import."
